Review,FoodborneAsBoolean
"Went today to try a different place other than my favorite usual spot and that was a big mistake... Service and food was bad to not say horrible, asked to sit at a 4 people table to not be on top of other people and I was told no because it was for 4 people, but another couple was sat there 10 min later I guess I wasn't the right skin color.. Waited almost 20 min to give in our order, French toast tasted like bread pudding.. If it wasn't for the water with lemon, we might have felt sick! Never Again!",0.0
"Definitely not the best Indian food you'll ever have, but it was a decent experience since I was craving some quick, cheap Indian food. The service here is decent, and they allow you to smoke at tables outside of the establishment. The place is also notably lighted in all kinds of different Christmas lights, which my friends and I found pretty sick. Food was decent. I ordered the Lamb Masala and gulab jamun for dessert, while  my friends got the chicken curry with garlic naan and banana fritters respectively. Both the gulab jamun and banana fritters were very good. But my friend and I personally found our main courses a bit underwhelming in flavor. The portioning was also a little questionable, though we did end up full from the bread that they offered us beforehand and the mango icecream they offered afterwards. Overall, you'll definitely find better deals for Indian food around NYC, hell, even on 6th street. This place isn't horrible, but yeah, you can do better.",0.0
"Visiting from California and when I landed a few hours ago, I was instantly craving Rays pizza. BUT, a friend recommended Pizza Pete's instead and  glad he did!!! Pizza was AWESOME! Oh, and the garlic knots??? SICK!!! Love this place.",0.0
"I don't normally write reviews for places but I just had to give my two cents for this fairly new spot in the East Village!

An old girlfriend and I were looking for a nice spot to grab dinner and catch up after not seeing each other for a year. I had saved this spot on Yelp as a place I'd take my boyfriend, but since we were in the area I figured we'd give it a shot. When we walked in, we were greeted by the host (bartender?) and he asked us whether we would like to be seated near the bar, on the ground floor, or upstairs. I heard great things about the balcony seating area so we headed upstairs and were handed off to another waitress to seat us. She gave us many options to sit and we chose to sit outside on the balcony, which was surprising warm even on a cold winter night! There are also seating options inside near the fireplace which was a great touch! 

Our waitress then promptly gave us menus and asked us for our preferred water (tap, sparkling, and still? There was a third choice but I forgot it). My friend and I skipped out on alcohol tonight because we both were a bit sick, but I'd love to come back to enjoy a glass of wine with dinner again. The drink menu looked like it had good options and I can't wait to come back to try. As for the food, the menu offers such a variety. We decided to start off with the escargot and a fried seafood mix which were both pretty good! They promptly gave us bread and butter right after we ordered our meal and service was great. The waiters were very attentive and came frequently to refill our glasses with water whenever they saw the glass close to empty. I never had any experience eating escargot, but it was nice and garlicky and I enjoyed it. The fried seafood mix was also yummy but next time I'd opt for something different. 

For our main meal, we ordered the special (pan seared scallops with couscous) and the steak frites. The scallops were a bit salty but it played well with the couscous. The steak was heavenly and it was a great portion. The two of us managed to clear our plates and were definitely full by the time we finished our meal. I had gotten up midway to go to the bathroom and returned to find my napkin neatly folded which was so sweet and charming. By the time we finished our meal, our waitress promptly cleared our tables and handed us the dessert menu. Because we already had something sweet earlier, we decided to skip out but their options sounded yummy as well! Their prices on all menus were very reasonable and I cannot wait to come back again. All in all, a great spot for something intimate, good food, and a good time!",0.0
"Met the bartender mj at a party downtown and he invited us here for a dance event for my friend's birthday. A group of us stopped in for a drink and ended up staying all night. Sick dj's, fun staff, and a great space to dance or chill outside in their closed in patio. They still seem to be figuring out what kind of vibe they're going for, but Saturdays are a blast and the cocktails are great!",0.0
"My yogi friend took me here yrs ago when I had the worst case of bronchitis. (I couldnt afford a visit to the hospital, which I recommend to go when you are sick like that.) I went here, and this kind woman w beautiful hair, heard my cough and pulled down one of the herbs off the shelf. With clear explanation and seriousness of my cough, she sent me home w this tree bark, (I was new to all of this. ) Nothing had helped me at this point, not even whole cloves of raw garlic.  I tried everything.  It took a wk of drinking this bark water, and I got better. The staffs compassion, knowledge, and love for what they do is priceless and their products are highest quality, organic, and fresh.",0.0
"Think I just find myself my favorite brunch place in the city. I had corned beef hash- SOOOO GOOD. The eggs were just perfect that the egg york dripped onto the beef cubes! I was worried that the beef brisket will come as too dry (which is pretty normal for corned beef hash in many other places), but nope! The meat was so tender and the seasoning was just right that you would not feel sick till the last bite! My friend had Sicilian baked eggs (highly recommended) and that was top notch! In short, everything is perfect about this place.",0.0
"Held a friend's surprise birthday here. They don't charge or require a minimum drink purchase to reserve space (which in NYC is a godsend, other places quoted me $1,00 - $1,500 which between your flaky friend ""feeling sick"" and your sister's juice cleanse its hard to know who is going to come, drink and how much they'll spend). They did double book their ""party room"" but were able to move us into a reserved space in the main bar which we actually preferred to being cut off in our own room. Drinks were good, bartenders were nice, they stored the birthday cupcakes for us in the back until we were ready to bring them out and all and all everyone had a blast.",0.0
"For the last few years, on a hot summer night my friend and I would come here for drinks and dinner. We made it an annual event. I am rather disappointed that they changed their menu. I was looking forward to having a Mojito, which always came with lots of mint, lots of lime and a sugarcane sick, was watered-down, had barely any mint,  and no sugarcane. What a disappointment. Chocolate pina coladas are no longer on their menu. Their portions have gotten smaller and my favorite taco dish went from three tacos to two tacos and we're beyond tiny.
Our waitress was very nice and kind. She explain to us the changes on the menu. If you go get the nachos! Hopefully they won't change those.",0.0
"Shinobi ramen is a hole in the wall, really. 
BYOB and don't overstay your welcome. 
The ramen is good, get it spicy!

It's not the most flavor filled ramen you will ever have but it's perfect for those cold winter nights or when you are feeling sick. 

Bring a friend, some beers and slurp up!",0.0
"Pepper cop sis.  Yikes.  

My face hurts but i love it.

Annette gives me extra special peppers too take home to my ""dad i can eat anything"" challenge.

Service second to none.  Proprietary and rightfully so.
 
Yum! Fried liver cubes.  Can't eat one of everything, I'm stuffed sick as it is, but i would try.

Nice diversion in the Kew Gardens area of Queens.  My Turkish friend confirmed the meticulous authenticity.

BYOB......

Mehembe!",0.0
I just have to say this was my first time ordering and having something sent using edible arrangements and it was the best decision. I was a Lil nervous at first using the service but when I spoke to Xaviera from the Forest Hill location she put my mind at ease. I had an arrangement sent to a sick friend in the hospital and she had assured me that it would be extra special and it would be delivered on time. Which it was. I would definitely use their services again just because of her.,0.0
"Classy place in midtown that requires long pants even on a Wednesday night. 

I like this place because they don't discriminate and almost everyone in who abides by the dress code. This place has two levels - rooftop and lounge. Both are equally good and it really depends on what you want to do - enjoy the night view or talk with you friends. They have crowd control on the rooftop so they stop letting people in at around 1am. The rooftop is nice but quiet small. There is a good view of the Empire State Building and other skyscrapers. 

The drinks are good. I have had the coco, the Cosmo, dark and stormy and the Fort Knox. The coco and the Cosmo were delicious and strong ( it's a hard balance to strike but they did a good job!) 

Fort Knox is a a bourbon based drink - not my go to but my friend found it good. 

Dark and stormy is gin based with ginger. However the ginger taste is pretty overwhelming so it kind of tasted like something you drink when you're sick. 

Overall this place is nice. It's becoming a go to place for me in midtown.",0.0
"Of course leave it to me to get sick right before fashion week.  Today is the first day I'm not completely on bedrest so wanted to get the latest's fashionplate up while playing catch up.  Stay tuned for some revised fashion week news from Tasch in the next few days too!  As we all know I love my friend chicken, so on a cold afternoon before I got uber sick I decided to catch up with a friend at the newest outpost of Pies&Thighs on Canal Street.  The space is a super cute and tiny lunch counter.  I'm basically a mini me at 5'1? so I'm not sure how larger people eat here comfortably, but whatevs I was comfy in my little booth.  I decided to get the fried chicken box with cheese grits.  The fried chicken was juicy and tender and came with 3 pieces of chicken, an amazing biscuit and the cheese grits were just okay I would try the mac&cheese next time.  My friend the chicken biscuit which was also super delish.

See the rest here http://taschnyc.com/fashionplate-pies-thighs/#.VNwHLcZwOCQ",0.0
"For my first father's day, we decided to try out a new place in our neighbourhood.  The menu looked good, so we called for an 18.45 reservation.  They told us it was a quiet night, everyone must be out barbecueing, and it wasn't a problem at all.  Great!

We get there and decide to share a bunch of starters and a mains.  The starters come out one by one, and they're all decent to good - scallops crudo, setas (mushrooms) and papa rotas.

This is where things take a detour.  Twenty minutes after clearing all our starters, the waiter informs us that the cheeks needed for the carbonara are not available.  Not sure why it took them that long to tell us, and that's where he leaves it hanging too - no suggestions or alternatives.  So I ask the waiter, ""do you have anything to substitute the cheeks with, like, I don't know, pancetta?"" He says ""I will ask"", and goes back to the kitchen.

Another twenty minutes pass, and he comes back.  There is no pancetta either.  Again, no follow-up.  I could ask if they have plain bacon, but we look at each other and decide that we want to move on.  Do we want to take a look at desserts? We're both on the fence, but decide to give it a go.

At this time, our baby boy (it's my first father's day, remember) has woken up a few times and gone back to sleep.  We order the cremoso de chocolate.  I think you can guess by now what happens next...

The waiter comes back after a good twenty minutes and informs us that, unfortunately, they ran out of cremoso de chocolate, but they still have everything else! It was a crazy weekend, sorry about that.  We should have known to give up at this point (three strikes in a row on things we ordered from their menu!), but against better judgement we order the pecan pie.

Another twenty minutes pass by.  A pregnant waitress walks by and asks us if we're waiting for anything.  We ask for the bill, and tell her that we're giving up on the pecan pie.  She's apologetic, and says that, while this is by no means an excuse, they had someone cancel last minute to wait tables.  That explains what's going on with our waiter at least.

Two minutes later, a pecan pie arrives, which was on the house at this point, so that certainly earned them a star back.  But sixty minutes of waiting on 4 different orders, only one of which finally makes it to the table? That's a bit rich.

As I write this, I am reading in the sidebar here that this place is from chef Fernando Navas, and that he previously worked at El Bulli in Spain (Rosas, Catalunya).  Ferran Adria would at the very least have run a tighter ship in his place.

Nevertheless, while I didn't have the stomach for it today, I do intend to go back for the beef cuts that sound really good, and I hope to up the ratings when I do so.  Maybe this was a one time fluke because the normal Sunday waiter got sick and cancelled...

(Oh, one final note - we don't need restaurants that play a full Bob Marley CD.  I've never owned one, but I feel like I know all his songs by heart.  If you're going for no personality at all in the music, at least mix it up)",0.0
"It always shocks me how few places are open on Christmas Day. After several straight days in your home with your whole family, doesn't everyone get sick of cooking and being indoors? After calling around to a bunch of Italian restaurants, I was happy to find that Forlini's was open and made a reservation a couple of days before. 

This place is old school. Like, real old school with the vinyl booth seats, random oil pantings on the wall, dark wood... you get the idea. Some of the booths have plaques bearing the names of local figures like cops and district attorneys. Pretty interesting! 

I was happy to find that we may have been the only non-Italian-American party at the table. We requested to sit in the back room because the lighting wasn't quite as harsh, and we shared the space with a large and boisterous family doing their Christmas celebration, which added to the festive atmosphere. 

Though the host and manager were beyond nice, our waiter seemed pretty pissed the whole time. Like I would ask for something and he wouldn't show any sign of acknowledgement, but eventually he'd bring me the stuff I was asking for. It was also really hard to get a recommendation out of him, but he nodded slightly when I asked if the lasagna was good. It was HUGE, I'll tell you that, but it was kind of a big mush of mostly melted cheese. Luckily I happen to love melted cheese so this was A-OK with me, but typically I enjoy a lasagna that has a little bit more shape and variety to it. 

My husband ordered the linguine in clam sauce, an old-school favorite that I think depends fully on the quality of the ingredients. There were a ton of clams on the dish, and the dish was enormous, and the sauce was tasty, though it seemed like they used canned clams. 

All in all, though the dishes weren't the absolute best I've ever had, I really enjoyed the retro ambiance and just feeling like I was witnessing a part of Little Italy's colorful history. That plus a big ol' plate of melted cheese left me happy, so I'm a fan!",0.0
"OMG I cannot believe this!  I order from Oxford several times a week as do many of my co-workers. The other day someone answered the phone and took my order. I even confirmed it.  I ordered 3 things and each thing was wrong - right down to the soda!!!  

I called that afternoon and a man answered that spoke no english oter than: No manager here today. When I finally called again to let the manager know 2 days later (I was out in between) he accused me of trying to get a FREE MEAL!!!  He made every excuse he could think of: someone had a sick baby, we were busy, you should have spoken more clearly, etc.  Never once did he say ""I am so sorry. What can we do to keep you as a customer?"".  

I am no longer patronizing this or any other Oxford cafe and will be informing their corporate of this situation.  This guy is an asshole and needs to learn the phrase: The customer is always right.",0.0
This is the second time I have been to this location rather than my usual Park Avenue visit. first time I went here I ended up getting food poisoning. Today I went there to get a vegetarian burrito bowl didn't ask for much rice but wanted more lettuce. the girl put one handful and I requested more making a statement that I hardly have anything in there because I asked for very little rice.. So then she puts 3 or 4 handfuls being sarcastic maybe and there was a black skinny girl next to her starts making comments to me.. For what reason not sure but she wasn't serving me nor ringing me up so she had no reason to.. Saying that that's a lot of lettuce etc... So I politely explain to her why I requested more lettuce and she still yapping on I told her to mind her business gave my credit card and kept it moving. as pricey as they are they can afford one or two handfuls extra of lettuce. Called and spoke with the manager Hank or Chang who pretty much tells me I should have ordered a salad instead of telling me that his staff was wrong for arguing with a customer who has many options on Austin Street. At the end of the conversation he was understanding to my special request and offer to comp next order but that wasn't the point of my call. definitely prefer the ones in Long Island and Park Avenue more than this one..,0.0
"The Ginger Man is a great place to come and do the following challenge: have 1 pint of every beer selection on tap. Alcohol poisoning guaranteed to follow. Or you can switch it up and have 1 of every bottled beer. You'll get the same result. Ambience is loud and crowded, so bring a megaphone and speaker so you and your friend can have a conversation.",0.0
"Literally my new fav place in NYC. I'm gluten intolerant not celiac so cross contamination isn't an issue to a point. I have been craving general Taos chicken for months. I wanted a crispy fried chicken nub that wouldn't make me sick and this place delivered! We dined in. Gluten free peeps get a separate menu which is extensive. The prices are on par with most take out places but this is a sit down cloth table covers kind of place so it's a step up. Gluten free steamed dumplings were great and off course my crispy sauce covered chicken was awesome

 Gluten free soy sauce on the table and the portions were huge. My new go to when I want my General Taos.",0.0
"Review on delivery only.

I'm convinced they have little elves who fly on magical unicorns at the speed of light who deliver your food. I live around 10 blocks and 2 avenues away (please don't stalk me) and food was somehow delivered to my door 17 minutes after I placed the order. 

I would also like to note that I've hated thai food eversince a bout of food poisoning throughout a trip in Thailand 10 years ago. PTSD, okay!? But Leng Thai, you just might have changed my mind....

Got the Cee Yew Noodle, which was surprisingly dry with good flair. The broad noodles weren't a sticky ball of wet goop like most Thai places. I drizzled sauce from the Massaman Curry onto it (had a nice thick sauce). Delicious combo!",0.0
"Worst place ever. Food is bad and expensive,
Drinks are watered down and more expensive than a club in the city.
This place should be a club and not a restaurant. 
How can you charge for parking and expect a tip also?
Only good thing is that if you die from food poisoning, they can just dump your body across the street.
Choice of 2 cemeteries.",0.0
"Not impressed. This is what everyone is raving about? There is no flavor in the rice, just coloring.  Chicken is plain stewed chicken...as in boiled until it nearly falls off the bone then pulled/mashed and placed in the oven with lots of chicken stock.  Stock is made from days of boiling chicken.  Salad is dry.  Basically, it's all in the sauce which is beaten cheap light mayo (not even Hellman's) with pepper.

It doesn't taste better than the average halal truck in NYC but it does taste cleaner and you don't have to worry about getting sick since their chicken and rice is not greasy.  However all that mayo makes up on the oil factor and is gross.  I would say this is Americanized Halal.",0.0
"My first Indian Cuisine in NY left me craving for more!

I was lying in bed all day sick with the flu, and decided to try this place my friend recommended. After a few clicks on my seamless app, the food literally came within 30 minutes. I was impressed. 

I ordered the medium-spiced chicken tikki masala as well as an order of garlic naan. It came with a small container of rice, and sauces that I wasn't too crazy about. The masala was so flavorful, tender, and delicious. And spicy! I was pretty much crying out of happiness. I enjoyed dipping the garlic naan into the masala sauce. Yum.

The portion was so large for me I had to save the rest for another day. Even after a few days, it's still just as good. 

Recommend 100%! I will be ordering again really soon.",0.0
"Master of seafood and worldwide flavors. The most impressive thing for me is actually the dessert!!! 

The amusements: lobster with sweet pea puree, some fresh fish, gazpacho.. fresh to start the night

The chef's tasting menu:

TUNA (**+)- the presentation is beautiful. As the first course, it is light. the ham chutney is crispy. 

KING FISH - CAVIAR (***) - This is absolutely awesome! my favorite. No wonder it is popular among yelpers. The light mariniere broth is warm, but it doesn't kill the taste of ""sashimi"" and caviar. 

LANGOUSTINE (***) - my friend loves it so much. It is ""medium rare"" roasted and the flesh just melts when you have it. 

LOBSTER(*) - inspired by Thai?? Personally, when I see a sauce similar to the orange sauce from a Chinese restaurant, I feel sick. I am full right after finishing half lobster tail.  

MONKFISH (*+) - not very impressive. The fish is good, but the paprika sauce is too heavy compared with others. 

WHITE TUNA - KOBE BEEF (**) - inspired by Korean, I believe. The Kobe beef tastes like Korean BBQ. I would prefer a simple flavored one with salt or something. White tuna is soft and the sauce is great. It is a seafood restaurant, so don't be surprised that the meat is of average. 

MATCHA (****) - Probably it is the best matcha dessert I have had so far.  However, it is within my expectation that green tea custard should have bitterness.  

BLUEBERRY (*****) - The matcha one is expected, then this one is totally beyond my expectation. PURE taste of blueberry, the marinated one and the sorbet under the frozen sweet corn meringue. The ""golden"" ones are beautiful. Pictures just cannot show its beauty. Even it is frozen, it doesn't shock your stomach with coldness. 

It deserves 3 stars. If I can make another reservation, I will definitely come back for other courses.",0.0
"Let me preface this by saying I rarely enter McDonald's but I was really hungry this morning and I wanted a breakfast sandwich! 

This place is a real eyesore!  Therefore I'm so disappointed in myself for staying the course to order from this establishment. But nonetheless, I did....  Between the addicts and the mentally ill people that hang out here, it really makes it hard to wait around for your order.  Ooh and the wait is painstakingly long!  I couldn't understand why especially since it's just breakfast food, then after I ordered I saw why...

There must be a serious disconnect between the information inputted in the computer and what one sees on the screen. I ordered an egg whites and cheese on a biscuit with an iced latte with skim milk.

What I received... A hot coffee with a whole eggs and cheese on a biscuit.  I had to have them correct my order twice, then I have to beg for condiments. REALLY!!!  Total time invested at this establishment for two items, 19 minutes.

The worst part was the fact that the coffee is GROSS and had a powdery taste. 

As I'm leaving, one of the local addicts becomes sick and has to vomit, OH WAIT.... There's no bathroom, but she was able to make it to the garbage can outside.",0.0
"The Bad
- Tables are really close together so no privacy
- Free jello shot for fellow yelpers is a good thing but the shot wasn't strong or flavorful

The Good
- Ok, salad bar....this probably got me full...love DIY salad bars (comes with chef's sashimi entree)
- Sashimi's tasted fresh but I kinda got sick of eating raw after 4-5 pieces
- Free green tea (but you have to ask for it)
- Hot/warm towel before you eat
- Lots of drink specials (cocktails and sake buy 1 get 1 free or something like that)
- Spicy Girl Roll-- I can see why everyone got this; spicy, crunchy, what's there not to like
- Cloud 9 Roll-- similar to spicy girl roll but hands down to spicy girl roll over this

The Bottomline: Probably won't come back again but if I do, I'll definitely get something with a salad bar option. Take a look at my salad creation! Hehe, money well spent.",0.0
"I've been to this location twice, once for my friends private event and once for my birthday. Didn't mind too much at my friends party about the service and atmosphere but I didn't remember what I really even ate there... I just liked the setting and interior of the restaurant so I decided I'd give it a chance and celebrate my birthday here. 

The food wasn't all that great, it was okay. I had sushi rolls but they didn't seem to be anything crazy nor did it seem like they were made professionally like how other sushi restaurants do. I had a party of 12 and the waitress/waiters we had wasn't the super friendly kind. They just seemed alright. Since it was my birthday I ordered a sangria and it was pretty good, the manager even gave my table free shots on the house which was super nice of him. Probably the only awesome thing that happened there.

What really bummed me out towards the end of my visit was that when me and my friends made our way to the bar after paying for our meals was that i had totally forgotten about a couple of my birthday gifts under the table. However, I didn't realize till about 10 minutes after we had all left the restaurant. I went back to the restaurant to ask the waitresses/waiters if they had seen them but they all said no. Funny thing was, that my table was empty and everything was cleaned up quick and no customers had came in to eat after my group had left. How SUS is that?! & when my bf described to them what was left, one of the waitresses said she had saw them but because she wasn't taking care of our table, she did not happen to care to pick up my gifts. Wow. They also told me i should call the next day to talk to the manager about lost and found items but the manager left already for the day....I left my number in hopes that they would find it but I highly doubt it from the answers I got. 

It just makes me sick to my stomach that the employees there would be so cold hearted not to give back somebody else's birthday presents that were from family members and friends. Way to ruin my night. Will definitely not be coming back. 
So for anyone else who's deciding to go for a birthday party...beware of thieves.",0.0
"I was so happy with this place! I've been craving Mexican food for weeks (I'm from Texas), and it was a close spot that I thought was a good bet. Ordered a chicken tamale and carne asada tacos, and it was really yummy.

On top of the food, the service was just fantastic. I ordered over GrubHub and fell asleep right before the delivery came after being sick all week ( and on lots of medications...). I missed the delivery by a solid hour and called GrubHub to see what they could do. They called me back and said that the restaurant was going to remake my food and send me another order, which I appreciated so much. I want to give a big shoutout to them for being so kind!",0.0
"We came in with a party of 20 for a bachelorette dinner, and they had a great back room for a party.  I used Open Table, and the manager was great at being ready for us, and accommodating us as our party trickled in, bit by bit.

Our server Carlos was great to us, and everyone seemed to have a great time.

The first pitcher of margaritas was a bit wonky, and it seemed that a few of the party got a little sick that evening because of it...but both said that sometimes too much sugar does that to them.

BUT--overall, it was a very lovely, easy, group dining experience.",0.0
"Alright, that's some good chicken, and the fries are pretty sick. 20 wings for 3 people, probably not enough because the wings are pretty small, but they're seasoned well, and you won't get the gloppy mess that you would at places like Hooters or BWW. The only things you'll have to deal with are slow service and check-in deals that don't work. Otherwise, the price is kind of up there for wings, but you get high quality fried food, if that's not too oxymoronic. Soy sauce garlic wings and Mad for Fries. Trust me, you'll thank me later. The rest of their Korean stuff (like toppoki) isn't that special, but they fry stuff well. Open until 1am. Gotta love NY (I'm from SF).",0.0
The place is pretty clean & not as pricey as other places but I would suggest you stick to the salad bar. It's not very big but every time I order one of their meals I am thoroughly disappointed. All of their shrimp except for the scampi is double breaded andS fried twice. You end up feeling sick.,0.0
"B*tchy door chic and water downed margarita pitchers. Bartenders/waitstaff were generally friendly but too busy socializing with each other... But the view is sick and the smell of crepes is hypnotizing. Go at least once if you can get in to take some amazing photos, go twice for the eye candy, and go thrice if you're too cool for school.",0.0
"This place is disgusting. AND they are fooling their patrons because they display a B for their inspection report, but they are actually ungraded, which means that they have so many violations that they can't get a grade!! Think twice before you buy food from here, unless you want to get sick!

Violations recorded in the following area (s) and a Notice of Violation issued at the initial operational cycle inspection conducted on 09/05/2013.
 
Violation points: 35

Sanitary Violations
1) Hot food item not held at or above 140º F.
2) Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.
3) Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.
4) Food not protected from potential source of contamination during storage, preparation, transportation, display or service.
5) Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.
6) Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.
7) Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",0.0
"I've been to this place 3 times now and it hasn't gotten better honestly. SOOO much potential though.
1. It's expensive. But it's expected. Near meat packing you expect to drop some dollars. 
2.  The promoters literally attack every sexy girl they find and hold onto them like a sick episode of hoarders. 
3.  Don't wear white or light colors. People will run into constantly and spill shit on you like it's their job. 
4. Good luck picking up girls because it is loud as hell and dark as night. 

Best scenario. Get smashed drunk at your place and take a cab to Marquee. Have at least 150 dollars cash and bring at least two girls to every guy. Finally find Molly because she doesn't mind people running into her constantly. Enjoy.",0.0
"Yes, it's a hipster spot. But who cares? It's awesome, the bartenders are super friendly (and have awesome mustaches) and the outdoor patio is sick. If you want a chill, hip spot with great seating and good drinks there is no reason why you shouldn't come here.",0.0
"I never write reviews. Good or bad, I just leave it alone. But this was such a rip off and so nasty that I had to warn others. Do not oder here. Sure the delivery was fast! but who cares the food was disgusting! The pad thai was pink and tasted like SHIT! I order Chicken and broccoli and it was sour! This place needs to be shut down, after I called to let them know that the chicken tasted like it was old and spoiled, the young girl on the phone said oh sorry... They even messed up the drinks.  What a waste of $20 bucks..Go somewhere else, hopefully this place shuts down before somebody gets really sick from their spoiled food.",0.0
"One word: pozole. OH MY GOD. It was the best pozole I've had in New York since I moved here. I was super sick with a cold and my mom used to hook it up with a caldo de pollo or pozole back in LA and let me tell you. BOTH ARE THE BOMB. Solid portion, too w/ all the fixins. I haven't tried anything else but OMG that pozole has me drooling right now!!!",0.0
"i cannot yell enough good things about Dino BBQ. everything we've ever had has been excellent. they have a great beer selection, very good cocktails and their servers are extremely friendly and professional. my husband had ordered the sausage, which was still in the smoker, and not only did the waiter come by multiple times to apologize for the wait, but then the manager came out and apologized and comped us a round of the beer that we were drinking. we had so much food on our plates, that the sausage was totally not a big deal, and the fact that they were so concerned about it even though they knew we were working on our other food was super conscientious, i thought! 
also, the portions are refreshingly reasonable, so you'll eat and you'll love it, but you won't feel sick and regretfully overfed afterwards.  
definitely need a reservation. this place is SLAMMED every time i'm there.",0.0
We had food catered for a work party. I've been to BKNY and Erowan in the area they both sick compared to this place. The pad se yu is amazeballs. The spicy peanut sauce is great. Chicken satay as well. Great place can't wait to get more food again.,0.0
"you know what this place isn't so glamorous and theres tons of stupid kids and creepy horny desperate men who wouldn't get off me and my friends so believe me that's whats truly holding me back from giving five stars, its the actual people
the main floor seemed to have the best range of music, from hip hop to dance music to house to oldies, that's whats on that floor
the floor in the basement was weird, like before you walk in there youll see tattoo artists doing work, and body painting
and then in the room which is called the kinky room, it was way too small and crowded, with people dancing in their briefs and private parts hanging out, so yeah wasn't feeling that floor
the floor upstairs was so weird, but had sick lights couldn't lie, it was like dubstep mixed with hip hop and salsa, not my type of music but it had to be the most interesting yet weird room lol
the vip levels on the top above the weird floor don't look very nice for vip, ive seen clubs with sick vip floors, so not worth it at all!
expect fights in the bars,and the dancefloor, I was ready to fight too actually, so beware
security however was pretty good , they actually do have manners which I greatly appreciate ! they actually went up to the people and introduced themselves which Ive never seen before in the city",0.0
"Aki gets three and a half stars and the half star bump up because, it is what it is.

Aki is a discount sushi place with decent sushi.

There is a lot of competition on the block for sushi.  Aki is the clear price winner, hands down, blind folded.

There is no pretentious anything at Aki.  They have a menu.  They are well decorated and clean.  They half half price sushi.  They will take your order then leave you to whatever it is you do besides eat.  The rolls are really well priced.

Every salmon combination I have tried is good, including the New York roll with apple and mayo.

If you are looking to impress someone, there are places with nicer decor on the block.  If you want to eat, not break the bank and get a pretty no frills, cheap experience, without worrying about getting sick or having gas station like sushi, Aki wins hands down.  As a discount sushi spot, it gets four stars.  It is what it is, and it doesn't pretend to be what it is not.",0.0
"My 9 year old daughter and I went there yesterday. It was an emergency she was feeling ill and asked to use their bathroom. I offered to purchase something in order to compensate since most place do not allow you to use their facilities without purchase.

They flat out refused. They did not care that this little girl was sick, they wanted no part of it and asked us to leave. THEY WERE INCREDIBLY RUDE! NOT CHILD FRIENDLY. DO NOT BOTHER TO GIVE BUSINESS TO THESE HEARTLESS INDIVIDUALS. 

Based on other reviews below it seems their staff are just as mean to adult as they are to little kids. 

Save your money and go elsewhere.",0.0
"I had an awful experience with Dr. Susan Scharf! She is a scammer and a con artist! Will push unnecessary supplements, and keep  you coming back while delaying your test results and ordering more  expensive tests. I neeeded a referral that took two months for her to get and the doctor she referred me to was awful too. About $3,000 down the drain. And she was overbooked at least twice and I had to wait for hours at a Starbucks, sick! She's a mess!",0.0
"Mimi's Hummus would've gotten a 5-star review if not for:

1) Missing the mark by not including falafels on their menu. Seriously, hummus but no falafel? It would have been amazing to eat both together. 

2) Our waitress who instantly went cold when I asked about gfree items. Listen, I'm not being trendy or whatever and if I am why the hate? I have an autoimmune disease that can potentially give me GI cancer in the near future; so please rearrange your judgmental face and try not to ooze skepticism when I inquire about such things. I'm not trying to change the menu, just gonna order what I can be allowed to eat w/o getting sick.

Those israeli chocolate balls for dessert were the bomb tho.",0.0
"I came in for a late dinner last Wednesday and the food was amazing! I went straight to the bar (the bartender was gorgeous) and went with the bartenders recommendations from there specials menu. I went with a watermelon salad and their pasta, and both were sick!  The bartender was super attentive and conversational, letting me taste a bunch of beers even though it was busy. I'm not sure about some of these reviews, but I had a great time.",0.0
"My family and I like this place a lot. Our problem is not with the place but with some of the clientele: the loud, spoiled children and their clueless parents who have a great sense of entitlement. I completely understand that this is a family joint and there could be occasional crying and tantrums, though ONLY from small children. And I get that it's not a fancy place, by any means. But what about people like us who just want to enjoy the pizza without being harassed by loud families? 
When we ate dinner there tonight, this kid vomited at the table next to us and the parents did not even apologize to us for the grossness and the foul smell. Then, after the waiter cleaned up their mess, they continued to sit there with their wine and their pizza. A right thinking parent would have taken the sick kid home or outside! How inconsiderate! This is just one example of what I'm talking about. We have come here MANY times and have witnessed inconsiderate families behave badly each time.
I immediately asked for our check and for the rest of our pizza to be wrapped up so we can just enjoy it at home.
Other than that, pizza is okay here.",0.0
We were supposed to go out for pre wedding drinks but Brian was sick so we decided we needed hot soup. Carrie and Paul say that our neighborhood reminds them of east Somerville. My red curry was good.,0.0
